place,year,name,gender,count
NJ,1967,Marian,F,17
VA,1987,Kia,F,10
USA,1971,Evaristo,M,35
PA,1975,Lucy,F,14
USA,1992,Nerissa,F,26
FL,1995,Nala,F,5
USA,1985,Safa,F,6
LA,1926,Raphael,M,5
USA,1960,Austin,M,204
TX,1962,Eleanor,F,38
USA,1930,Lannie,F,17
HI,2013,Aurora,F,9
USA,1967,Jarrell,M,15
OH,2005,Kai,F,6
MD,1971,Dwight,M,17
FL,2000,Dayanna,F,6
TX,2017,Edmund,M,11
VA,2005,Xavion,M,11
USA,1935,Nevin,M,38
GA,1958,Bennett,M,5
TN,1941,Mike,M,23
USA,2010,Annalia,F,48
IN,1983,Blair,M,8
USA,2018,Owen,F,25
USA,1912,Aster,M,5
IL,2007,Brogan,M,13
USA,2002,Jamila,F,111
USA,2011,Yousef,M,188
FL,1972,Leonard,M,71
PR,2004,Layza,F,6
MT,1953,Rosemary,F,9
USA,1944,Barbie,F,8
NJ,1999,Vivian,F,29
ID,2009,Thomas,M,46
USA,1994,Abbrielle,F,5
USA,1998,Eliot,F,8
LA,1923,Una,F,14
KS,1962,Debbie,F,172
PA,1966,Susie,F,21
CO,1995,Dylon,M,6
CA,2010,Bethany,F,103
SC,1918,Roosevelt,M,39
UT,2017,Faye,F,21
NY,1949,Mendel,M,8
FL,1925,Lucious,M,5
IL,2007,Chase,M,256
AZ,2010,Jacquelyn,F,6
FL,2006,Johnathan,M,144
VA,1924,Rex,M,6
NY,1950,Azalia,F,9
NJ,2008,Fabian,M,19
CO,2010,Asael,M,5
PA,2010,Emalyn,F,6
USA,1948,Gaither,M,13
FL,2009,Joan,M,13
USA,1965,Goerge,M,6
KY,2009,Amber,F,35
AR,1992,Cortez,M,9
WA,2005,Kelsey,F,36
NY,1991,Anna,F,350
USA,1931,Gonzalo,M,47
GA,1966,Iris,F,7
TX,2005,Allee,F,7
NY,1965,Estella,F,7
USA,1994,Lynnae,F,20
MN,1995,Timmy,M,5
USA,1888,Isabelle,F,153
ME,1983,Robin,F,9
USA,2002,Areona,F,12
OH,1961,Margery,F,9
CO,1958,Gwen,F,12
MT,2005,Sawyer,M,5
MO,2006,Charity,F,7
NJ,1978,Javier,M,40
VA,2010,Carley,F,7
PA,1946,Stan,M,5
MO,1943,Dora,F,28
GA,1945,Marie,F,127
CO,2004,Janae,F,8
NM,2006,Jakob,M,6
CT,1929,Elvira,F,6
ID,1917,Cleo,F,14
CA,1973,Shiloh,M,8
USA,2010,Nelsi,F,5
HI,2014,Ezra,M,28
NY,1998,Rudolph,M,10
NY,1948,Peter,M,2152
USA,1980,Che,M,53
FL,1996,Unique,F,13
MA,2011,Maddox,M,28
MI,1940,Tommy,M,28
LA,2001,Travis,M,75
MI,2005,Miriam,F,29
UT,1972,Cindy,F,49
WI,2014,Anabelle,F,9
IA,1910,Grace,F,73
FL,1979,Sharita,F,6
TN,1966,Levi,M,5
VA,1946,Joanne,F,59
USA,2007,Ashlie,F,100
TX,1978,Haydee,F,8
IL,1935,Edythe,F,7
CA,1972,Susanna,F,36
WY,1985,Paula,F,5
TX,1990,Selma,F,7
SC,1968,Sallie,F,8
TX,1959,Randolph,M,38
MA,1965,Ross,M,26
IL,1975,Edna,F,12
OK,1967,Monique,F,8
MO,2014,Kaylin,F,9
USA,1938,Johnnie,F,851
NJ,1994,Irene,F,16
AK,1980,Caleb,M,8
USA,1918,Massie,F,11
IL,2000,Lidia,F,11
RI,2012,Teagan,F,7
AL,1913,Nell,F,34
FL,1980,Randal,M,6
AR,1970,Craig,M,40
NY,2011,Kashton,M,6
FL,2001,Dan,M,8
MA,1997,Liliana,F,10
NC,1980,Melina,F,5
AL,2018,Willie,M,8
FL,2001,Theron,M,5
USA,1999,Makalla,F,5
VA,1923,Archie,M,28
USA,2018,Milayah,F,15
NC,1996,Vivian,F,11
USA,1940,Antonina,F,13
USA,1888,Francis,F,88
MA,2010,Kaiya,F,11
PA,2008,Kayden,M,92
CA,1990,Jericho,M,10
MN,1922,Isabelle,F,20
CA,2002,Diego,M,1393
NY,1956,Matilda,F,12
NV,1993,Cierra,F,6
IL,2005,Alexander,M,993
USA,1991,Ha,F,20
CA,2015,Cale,M,7
CA,2009,Rina,F,11
CO,1996,Jasmine,F,117
MD,1964,Lorie,F,15
NJ,1911,Tony,M,6
MI,2006,Ariyanna,F,6
USA,2014,Adreana,F,10
USA,1983,Kathrin,F,14
NC,1986,Robin,M,5
NM,1986,Johnathan,M,11
USA,2002,Deianira,F,6
NE,1948,Gerald,M,127
USA,1945,Nicolina,F,8
WA,1927,Lee,M,25
MO,1996,Kaitlyn,F,202
MI,1988,Donovan,M,24
CA,1960,Stephen,F,5
TX,2005,Ariel,F,204
TX,1990,Pablo,M,152
USA,1988,Manual,M,7
USA,2007,Cayton,M,10
USA,1943,Allen,F,30
USA,2005,Paetyn,F,24
USA,2008,Aundria,F,7
MD,1996,Bridget,F,36
MA,1975,Katie,F,51
TX,1944,Abelina,F,7
OR,1995,Beau,M,12
MO,1997,Jamesha,F,7
USA,1961,Venecia,F,11
CO,1946,Gregory,M,42
MD,2006,Hassan,M,12
USA,1996,Deverick,M,8
NJ,2015,Anthony,M,462
TX,1957,Jean,M,6
NY,1961,Yisroel,M,6
USA,1996,Leandrew,M,9
ME,1919,Eileen,F,5
USA,2012,Sparsh,M,8
RI,1973,Travis,M,10
USA,1955,Kert,M,6
MO,2000,Heidi,F,17
OR,1973,Monique,F,15
UT,2005,Alexandra,F,61
USA,2009,Alexzandrea,F,12
CA,2016,Makhi,M,10
USA,2017,Tryson,M,7
WI,1918,Cora,F,13
USA,2006,Rihannah,F,6
TX,2001,Bethel,F,5
USA,1960,Rawlin,M,6
MI,1999,Michaela,F,82
IN,1965,Kathie,F,9
WV,1973,Ellen,F,7
NY,1962,Sharlene,F,19
USA,1958,Marylu,F,13
PA,1911,Leah,F,29
USA,1958,Samule,M,8
USA,2016,Tena,F,6
WV,2016,Donovan,M,6
NC,2004,Jadin,M,6
MI,2006,Cassius,M,6
USA,1978,Linus,M,14
NY,1968,Raphael,M,50
NJ,2011,Antonia,F,14
LA,1946,Len,M,5
AR,1985,Clay,M,9
USA,1981,Fortino,M,10
MA,2003,Israel,M,8
CA,1998,Fabio,M,13
WA,1966,Charlotte,F,24
FL,2015,Manny,M,7
NJ,1927,Clifton,M,6
USA,1988,Sinthia,F,8
USA,2013,Sholom,M,40
USA,1924,Princess,F,23
MO,1994,Kelsi,F,17
MI,1998,Lexis,F,7
USA,1989,Rhoda,F,42
TX,1986,Darnisha,F,5
TX,1937,Jean,F,216
USA,1907,Elenore,F,6
IN,1962,Monte,M,19
NY,1956,Emily,F,147
CA,1932,Erwin,M,12
WV,1928,Nancy,F,122
USA,2003,Aries,M,83
OR,2018,Natalie,F,71
IN,1997,Mickayla,F,7
MO,2006,Reilly,M,6
MD,1943,Cassandra,F,7
NY,1971,Walter,M,276
IL,1999,Araceli,F,17
WY,1941,Ronald,M,43
IL,1964,Chandra,F,10
TX,2006,Skyy,F,7
OK,1974,Lorie,F,11
TX,1953,Ronny,M,62
CO,1927,Jack,M,125
IL,1989,Takeisha,F,6
USA,1949,Bernetta,F,36
NY,1961,Maryann,F,291
KS,2008,Kailey,F,11
NE,1964,Clarence,M,5
SD,1964,Gregory,M,53
VT,1968,Jay,M,17
TX,1958,Dedra,F,5
USA,1916,Hartsell,M,9
WA,1956,Holly,F,41
USA,1980,Darah,F,25
USA,2007,Zierra,F,17
PA,2010,Oliver,M,109
KY,1948,Linda,F,2270
TX,1969,Tracye,F,12
LA,2003,Kenny,M,6
USA,1985,Hazen,M,10
AL,2001,Ann,F,15
NY,1973,Sabra,F,6
UT,1985,Allan,M,6
CA,2018,Sheryl,F,5
NC,1936,Thurston,M,7
CA,1993,Kacee,F,10
KY,1924,Novella,F,5
UT,1947,Lorna,F,15
CO,2002,Janeth,F,5
VT,2001,Jack,M,23
MO,1950,Susan,F,739
WA,1934,Fred,M,69
PR,2001,Ashley,F,48
USA,1972,Neeta,F,5
WI,2009,Gunner,M,10
TX,2015,Katana,F,6
CO,1996,Calvin,M,26
RI,1952,Anne,F,67
ID,1987,David,M,143
NM,1995,Cassie,F,5
CT,1914,Emma,F,55
USA,2002,Carlyann,F,5
MS,1913,Hunter,M,6
IL,1992,Tori,F,41
OK,1951,Claudette,F,9
IL,1927,Phillip,M,87
PA,1938,Augusta,F,8
USA,2011,Teyana,F,26
CA,1967,Amy,F,808
MA,1917,Nina,F,18
USA,1955,Alita,F,32
KY,1960,Brent,M,31
TX,1962,Avery,M,12
USA,1957,Jeanny,F,6
WA,1954,Geoffrey,M,13
NY,2000,Ester,F,21
USA,1999,Lexy,F,112
KY,1991,Whitley,F,35
NJ,2005,Johan,M,18
SC,1940,Beverly,F,41
NJ,2012,Kelvin,M,12
USA,1989,Anali,F,35
ID,1977,Juan,M,14
OK,1930,Myra,F,9
MS,2003,Jahiem,M,6
NM,1973,Rafael,M,6
TN,1934,Allen,M,45
NY,2015,Alona,F,5
USA,1972,Justen,M,14
CA,1964,Gonzalo,M,19
WI,1917,Philip,M,54
FL,1994,Kaytlyn,F,6
WA,1941,Allan,M,25
AZ,1993,Adalberto,M,5
NE,1989,Kelli,F,15
GA,1962,Danny,M,273
PA,1968,Domenic,M,13
DC,1935,Sterling,M,5
NY,1930,Cathleen,F,9
GA,2005,Rebecca,F,126
USA,2009,Mahogany,F,82
NJ,2001,Akira,F,5
SC,1984,Michelle,F,128
NC,1948,Glinda,F,7
USA,1933,Carter,M,77
NJ,1993,Tylor,M,8
OH,1911,Elizabeth,F,311
SC,1968,Travis,M,48
KY,2011,Vivian,F,18
IA,1960,Elise,F,6
CA,2013,Gibran,M,8
OH,1936,Mack,M,7
USA,2005,Akire,F,10
MI,1959,Edgar,M,25
FL,1942,Sterling,M,7
GA,1918,Homer,M,120
NY,1930,Blanche,F,121
IL,1985,Evan,F,5
WI,1972,Corinna,F,6
USA,1990,Sherrel,F,11
IL,1930,Elizabeth,F,428
USA,1999,Alaija,F,8
USA,1973,Jarod,M,115
MN,1938,Margery,F,9
MI,1918,Waldo,M,5
MO,1964,Marilyn,F,79
AK,2000,Ariana,F,11
AL,1966,Jack,M,48
TX,2002,Kora,F,13
MI,1979,Xavier,M,5
KS,2005,Amara,F,16
PA,1972,Alberto,M,16
USA,1980,Jermine,M,19
UT,1962,Erik,M,5
NY,2008,Lyndon,M,5
NY,1983,Filomena,F,5
NY,1979,Jenna,F,48
USA,1970,Corrina,F,104
WI,1953,Rosie,F,7
NY,2003,Nakayla,F,7
WA,1972,Alissa,F,8
IL,1941,Cecelia,F,35
ND,1960,Becky,F,30
IL,2017,Marilyn,F,19
USA,1912,Salena,F,7
NV,2006,Victor,M,58
PA,1958,Randell,M,6
USA,1932,Donalyn,F,6
USA,1991,Shelsey,F,8
CA,1984,Laticia,F,7
OR,2008,Indiana,M,5
TX,2018,Kai,M,304
IL,1992,Gracie,F,5
CA,1979,Ivan,M,149
TN,2002,Liliana,F,9
NV,2017,Alina,F,20
ID,2016,Grey,M,5
LA,1939,Winston,M,15
GA,1961,Emily,F,57
FL,1999,Jordana,F,6
USA,1986,Abi,F,7
USA,1983,Love,F,7
NY,1958,Murray,M,19
USA,2003,Cooper,M,2368
WI,1971,Marcus,M,32
TX,2012,Ria,F,8
NC,2012,Dandre,M,6
USA,1962,Lawanda,F,190
UT,1988,Alison,F,20
MA,1974,Carlo,M,12
SC,1987,Jason,M,249
MT,2015,Audrey,F,12
MA,1982,Jackie,F,5
USA,2008,Nakya,F,24
WA,2015,Alonso,M,6
USA,1964,Welford,M,7
USA,1920,Zelmer,M,9
USA,1990,Brandi,M,5
USA,1930,Georgeana,F,6
DC,1939,Frances,F,78
DC,1982,Henry,M,18
WI,1965,Robbie,M,18
USA,2005,Emmarae,F,10
GA,1930,Ernest,M,177
FL,1996,Jonah,M,54
KS,1988,Katie,F,116
IL,1980,Kim,M,5
MA,2016,Michael,M,334
USA,1939,Ida,M,14
USA,1965,Elain,F,10
CA,1982,Dyana,F,5
NY,1957,Timmy,M,25
NJ,1964,Wayne,M,222
MI,1953,Sheryll,F,5
NV,2018,Xavier,M,55
USA,2009,Deshawna,F,7
FL,2014,Jaquan,M,28
USA,2013,Mircale,F,5
USA,1980,Felecia,F,180
MS,1988,Donnie,M,7
USA,2014,Rogan,F,8
USA,1947,Hershel,M,127
MI,2009,Jerry,M,15
NY,1915,Alfredo,M,6
USA,2006,Shalisha,F,5
USA,1930,Wilmont,M,7
IA,1976,Shayne,M,7
TX,2006,Geovanie,M,10
MO,1940,Ada,F,16
USA,1975,Mack,M,161
AR,2006,Jordan,F,36
RI,1920,George,M,170
MD,1998,Brian,M,209
GA,1911,Lonnie,F,7
WA,1924,Ethel,F,45
GA,2001,Katharine,F,11
IA,1934,Verne,M,7
MI,1938,Ken,M,19
USA,1985,Tynika,F,13
USA,1968,Corena,F,17
CA,1996,Julieann,F,8
SD,1975,Jeffery,M,15
OR,1968,Marcella,F,9
IN,1971,Don,M,29
WI,1910,Florence,F,134
USA,2018,Lamberto,M,5
USA,2001,Jakel,M,15
ID,1971,Vicki,F,7
UT,2016,Kimberly,F,22
ID,1981,Shaun,M,22
USA,2009,Rut,F,38
CA,2015,Cove,M,6
MD,2016,Donald,M,15
UT,2012,Hallee,F,7
NV,2008,Uriel,M,6
NV,1983,Timothy,M,56
AR,1963,Troy,M,57
NJ,2003,Amari,F,14
USA,2011,Raphael,M,355
OH,2013,Emalyn,F,6
USA,2014,Jermyra,F,5
VA,1939,Carson,M,9
IL,1974,Arlana,F,5
USA,1936,Milo,M,120
CA,1975,Valarie,F,25
MO,1910,Patricia,F,6
OK,1984,Tameka,F,5
TX,1995,Winter,F,13
MI,1924,Maurine,F,9
FL,2008,Aysha,F,6
CA,1970,Odell,M,10
TX,1997,Miriah,F,5
OH,1987,Abbigail,F,6
TN,1922,Jake,M,17
IL,1972,Shawnda,F,6
SC,2015,Jana,F,6
USA,1953,Patryce,F,7
MD,1955,Karin,F,11
FL,1949,Peggy,F,154
USA,2018,Jerrett,M,13
CO,1936,Oscar,M,6
VT,1942,Larry,M,30
WA,2017,Jaylen,M,16
OH,1936,Lamar,M,7
PA,1989,Erinn,F,9
MN,2008,Cannon,M,6
SD,1916,Florence,F,85
USA,1945,Merrill,F,33
USA,2014,Zara,F,762
USA,1979,Jyme,F,5
USA,2002,Markese,M,33
NJ,1952,Elvira,F,5
OH,1973,Nannette,F,6
KY,1920,Ester,F,6
KY,1946,Jay,M,26
CA,1995,Roya,F,9
USA,1972,Mayte,F,15
USA,1954,Samual,M,42
OH,2015,Carmyn,F,6
IA,1997,Destinee,F,5
MA,1956,Judy,F,120
VA,1916,Marjorie,F,50
TN,2009,Owen,M,138
WV,1950,Guy,M,20
NJ,2006,Sheyla,F,27
USA,1895,Emma,M,12
CA,1963,Jerrell,M,6
NE,1958,Fred,M,33
USA,2006,Ellieana,F,9
KS,1962,Dianne,F,15
MI,1982,Dion,M,18
OH,1977,Trish,F,11
DC,1922,William,M,289
FL,1990,Angelo,M,36
CA,1953,Eula,F,8
NM,2011,Jeremiah,M,66
USA,1985,Abbagail,F,5
USA,2003,Jennessy,F,7
UT,1920,Gene,M,10
USA,1990,Sebrina,F,20
AL,2011,Jonathan,M,126
DE,1961,Lori,F,30
USA,1998,Azusena,F,11
MA,1963,Bethany,F,11
FL,1937,Owen,M,8
OH,1967,Suzan,F,10
SC,1969,James,F,8
USA,1920,Ardel,F,6
USA,1990,Idella,F,6
CA,2008,Jin,M,5
IL,2000,Johnathon,M,36
AL,1953,Irene,F,36
KY,1927,Isabelle,F,6
TX,1969,Rosa,F,373
OR,1918,Rose,F,29
USA,1996,Detric,M,5
NC,1994,Latasha,F,12
LA,1945,Randy,M,16
OK,2003,Makaila,F,6
ND,1925,Glen,M,14
USA,1969,Vicci,F,5
AZ,1997,Joselin,F,7
WI,2007,Montrell,M,5
TX,1923,Elwanda,F,14
TN,1965,Ladonna,F,11
USA,1991,Demecia,F,7
ID,1940,Lynn,M,39
WA,2001,Deanna,F,14
RI,1970,Tamara,F,9
OH,1996,Abbigale,F,6
CA,2007,Dannielle,F,6
FL,2008,Kenady,F,5
NY,1953,Olive,F,7
NJ,2010,Noam,M,5
IL,1990,Rebekka,F,7
FL,1993,Belinda,F,11
CA,1987,Grayson,M,27
MI,1968,Otto,M,5
NC,1942,Clarence,M,246
WA,2011,Lucille,F,30
WA,1994,Sawyer,M,21
KS,1986,Katy,F,7
CA,1970,Shellee,F,8
USA,1943,Emogene,F,52
CO,1983,Caitlin,F,40
SC,1999,Hunter,M,242
GA,1992,Paige,F,74
NY,1921,Armond,M,9
UT,1979,Brody,M,15
TN,1945,Joel,M,31
USA,1943,Valrie,F,5
TX,2012,Marcelino,M,15
NC,1917,Maudie,F,7
TN,2016,Aleena,F,5
AR,1952,Lottie,F,5
USA,2015,Braesyn,M,6
WI,1950,Denis,M,13
USA,1931,Euline,F,7
IN,1910,Thelma,F,137
TX,1994,Cheyanne,F,47
USA,1991,Kelleen,F,6
USA,1966,Naaman,M,6
TN,1967,Freddy,M,9
SC,2008,Antonia,F,5
SC,1951,Nina,F,16
USA,1985,Andrw,M,13
USA,1928,Stillman,M,11
USA,1954,Kimm,F,10
IL,1968,Darrell,M,169
USA,2011,Sujey,F,13
NE,1986,Rodney,M,11
TN,1966,Wade,M,21
OH,1948,Madge,F,6
USA,2003,Dejanai,F,6
FL,1991,Olga,F,11
MA,1936,Annie,F,8
USA,1980,Hassan,M,130
OH,1980,Byron,M,24
PA,1974,Shantell,F,6
AL,2014,Jaylee,F,13
OH,1930,Elsa,F,8
CA,1952,Emil,M,13
MI,1993,Stacey,F,41
USA,1976,Abril,F,11
KS,1995,Parker,M,16
USA,1945,Jaynee,F,13
USA,2016,Teyanna,F,32
USA,2012,Alexandros,M,43
SC,1916,Susanna,F,5
USA,1987,Merideth,F,36
CA,1972,Cathrine,F,13
GA,2006,Chastity,F,9
USA,2008,Jamillette,F,7
ND,1929,Lynn,M,6
VA,2000,Ally,F,5
USA,1997,Jonmichael,M,45
USA,2002,Zimri,M,5
TN,2013,Esmeralda,F,8
WA,1916,Patrick,M,11
USA,1989,Donald,F,18
USA,1924,Kizzie,F,19
USA,1975,Manoj,M,9
USA,1954,Arlington,M,10
HI,1960,Anne,F,15
MO,2004,Josiah,M,52
PA,1977,Jessica,F,1307
USA,1972,Jenevieve,F,5
MI,1989,Emery,M,8
USA,2018,Nevaehrose,F,7
IL,1953,Barbara,F,2208
USA,2007,Julionna,F,10
MD,1979,Ernest,M,25
MD,1914,Isabella,F,6
AZ,2009,Jenessa,F,5
TN,2017,Estella,F,5
USA,1946,Era,F,35
OR,2017,Dorothy,F,13
FL,1991,Aramis,M,5
SC,2002,Reese,M,7
AR,1986,Latoya,F,44
FL,1983,Mariah,F,18
TX,2016,Yareli,F,76
USA,2000,Jace,M,938
USA,2011,Brooksley,F,9
OK,1971,Lesli,F,6
MD,1963,Robert,M,1355
WV,2014,Skylar,F,47
USA,1942,Ruthella,F,5
OH,2018,Rudy,M,10
IN,2010,Abbygail,F,8
USA,1991,Tabbitha,F,42
USA,1956,Barbara,M,76
DE,1978,Susan,F,22
IN,1942,William,F,5
KY,1940,Stephen,M,35
NY,1980,Ashley,F,139
MI,2004,Joselyn,F,13
USA,1985,Larissa,F,453
SC,1925,Maria,F,7
TX,2000,Tanner,M,300
USA,2007,Diallo,M,19
AR,2003,Braylon,M,14
TN,2008,Sandra,F,15
USA,2016,Jeanluc,M,24
OK,2006,Brooklynn,F,45
WI,1952,Darrell,M,56
AR,1925,Katherine,F,86
IL,1973,Gwendolyn,F,47
IN,1943,Merrill,M,13
MI,1980,Hillary,F,32
AL,1993,Natalie,F,43
AL,2009,Eva,F,31
CA,1993,Aubrie,F,16
USA,1979,Joseantonio,M,5
IA,1967,Naomi,F,8
AR,1922,Spencer,M,6
UT,2015,Ike,M,8
KY,2007,Haylie,F,18
USA,1952,Jonella,F,10
USA,2001,Scottlynn,F,5
UT,1917,Ellen,F,27
USA,1969,Peter,M,7836
USA,2018,Satori,M,5
UT,2012,Quincee,F,9
MT,1949,Dennis,M,127
TX,2015,Josey,F,7
USA,1998,Astra,F,6
UT,1920,Lyle,M,10
USA,2015,Giulianna,F,77
USA,2007,Cortland,M,33
PA,2007,Aditi,F,6
IA,2006,Gabrielle,F,53
USA,1999,Jla,F,12
NY,2006,Amir,M,143
IA,1961,Merlyn,M,5
USA,1942,Odie,M,27
USA,1989,Alim,M,9
NM,1967,Ted,M,13
TN,1916,Grady,M,43
KS,1965,Jack,M,37
USA,1994,Donnovan,M,15
FL,2014,Zoie,F,27
PA,1964,Cheryle,F,7
NJ,1985,Shaina,F,11
KY,1941,Melvin,M,74
CA,2006,Estefanie,F,5
USA,1982,Johnita,F,8
USA,1991,Janeal,F,9
GA,1936,Madge,F,6
USA,1988,Polo,M,8
IL,1956,Delbert,M,26
FL,2008,Jahnya,F,5
USA,2003,Deanndra,F,6
USA,1914,Lilie,F,16
SC,1947,Clara,F,76
LA,2012,Nathan,M,107
AZ,2006,Adriano,M,5
TX,2014,Lupita,F,11
CA,1957,Imogene,F,6
USA,1935,Gwenith,F,6
MD,1922,Lawrence,M,79
NE,1913,Janet,F,7
CA,1969,Eunice,F,10
USA,2014,Jodee,F,8
FL,1981,Cristy,F,14
TX,1930,Milton,M,145
NY,1933,Winnie,F,5
USA,2001,Fallon,F,171
USA,1989,Jamicia,F,8
RI,1995,Krystal,F,10
ND,1926,Leona,F,42
NC,1975,Nancy,F,81
USA,1981,Jasmon,M,6
GA,2011,Ezra,M,40
CT,1991,Sebastian,M,14
MD,1934,Irene,F,42
KS,1950,Marion,F,5
WV,1925,Marietta,F,7
MT,1929,Doris,F,55
USA,1957,Wende,F,27
KY,2000,Sophia,F,61
MO,1961,Scottie,M,9
VA,2014,Freya,F,11
RI,1990,Evan,M,43
GA,2002,Kayci,F,5
MA,1970,Noah,M,16
TN,1998,Vanessa,F,36
IA,1974,Doug,M,8
NJ,2005,Tamir,M,14
IL,1957,Pat,M,21
GA,1996,Symone,F,8
CA,2011,Aleena,F,135
NC,1931,Cynthia,F,12
USA,1893,Marlin,M,9
MI,1929,Carole,F,19
NY,2001,Sylvie,F,7
GA,2008,Aaniyah,F,5
AR,2010,Jacey,F,8
OR,1988,Adam,M,187
CA,1961,Vince,M,73
NY,1959,Janie,F,38
MO,1985,Lauren,F,413
MI,1979,Isaac,M,40
VA,1912,Walker,M,6
NE,2013,Macie,F,11
HI,1924,Yoshio,M,33
USA,1943,Mearl,F,8
CA,2011,Emir,M,12
TX,2016,Neyla,F,5
CO,1984,Aspen,F,8
VA,2009,Sawyer,F,6
USA,2011,Nizhoni,F,35
CT,2015,Catalina,F,14
SC,1944,Birdie,F,8
VT,1990,Lance,M,6
MO,1971,Alyssa,F,5
AL,1976,Alex,M,12
USA,1980,Dalene,F,16
AL,2004,Luke,M,109
USA,1979,Torris,M,14
AL,2008,Madeleine,F,11
ME,1927,Betty,F,75
IN,1966,Steven,M,750
USA,2001,Shaterra,F,11
USA,1984,Luke,F,24
PA,2004,Omar,M,59
USA,2013,Jaxden,M,9
IN,2011,Branden,M,5
USA,1994,Marin,M,21
MI,1993,Serena,F,7
FL,2013,Johanna,F,38
AZ,2000,Iliana,F,15
SC,2011,Marshall,M,14
USA,1967,Carline,F,24
USA,2007,Brecken,F,31
KY,1937,Sharon,F,30
NY,1957,Alexandria,F,7
KS,1992,Byron,M,6
CO,1960,Patti,F,23
AL,1926,Coy,M,22
IL,1934,Dominick,M,7
CA,2010,Rahul,M,9
USA,1970,Catarino,M,25
PA,1917,Isabella,F,44
OR,2012,Leila,F,12
MA,2008,Nico,M,12
TX,1984,Jeri,F,26
ID,1997,Shannon,F,11
VA,1968,Leslie,M,36
USA,2004,Saraiya,F,8
TX,1916,Lorenz,M,5
USA,1914,Marynell,F,5
KS,1959,Kimberley,F,11
SC,1965,Marion,F,6
OK,1971,Wanda,F,20
TX,2018,Elyana,F,26
LA,1928,Gregory,M,6
USA,1916,Pensacola,F,5
USA,1997,Laryssa,F,35
CA,1922,Simona,F,5
USA,1996,Kodey,F,6
USA,1937,Madalene,F,8
NY,1939,Kathy,F,21
FL,2015,Julien,M,30
USA,1926,Aris,F,9
MS,1934,Roy,M,112
USA,2004,Summerlynn,F,6
PA,1963,Joel,M,164
UT,1980,Chelsea,F,21
USA,1980,Julina,F,8
LA,1948,Fred,M,83
OH,2005,Cecelia,F,29
MD,1948,Tina,F,6
VA,1981,Jenna,F,24
SD,1982,Cassandra,F,21
TX,1981,Danae,F,8
USA,1983,Justan,M,24
USA,1907,Lavaughn,F,5
USA,1982,Alta,F,42
CA,2001,Anish,M,22
IA,1994,Isaac,M,55
NC,2012,Nancy,F,12
USA,1952,Soledad,F,24
VA,1969,Leslie,M,31
NY,2018,Alessio,M,11
USA,2007,Courtland,F,5
NE,1935,Mildred,F,32
CA,1948,Wallace,M,57
USA,2007,Tory,F,37
USA,1977,Taneil,F,5
USA,2008,Alixandria,F,16
USA,1995,Cayman,F,12
NY,2018,Aris,M,5
MS,1935,Cynthia,F,8
TX,1992,Jonatan,M,19
DC,1995,Byron,M,5
CO,2014,Kali,F,13
AZ,2013,Major,M,15
IL,2012,Alisson,F,8
AR,1980,Helen,F,9
USA,2006,Ahmere,M,11
VA,2000,Marquel,M,7
NY,1949,Jimmy,M,63
MT,1962,Victor,M,7
USA,1957,Nathaniel,M,1262
WI,1983,Deidre,F,6
GA,1991,Christopher,M,1583
OH,1965,Rosalie,F,12
USA,2017,Karia,F,10
NJ,1966,Elias,M,5
USA,2013,Sufyaan,M,9
CO,1966,Matt,M,20
MI,1920,Gerrit,M,12
NM,1942,Theresa,F,32
USA,2004,Rebeka,F,65
IN,1995,Billy,M,24
VA,1955,Scottie,M,5
USA,1950,Treva,F,112
IN,1987,Adrian,M,43
CA,1991,Haden,M,5
NE,1976,Brock,M,15
MN,1986,Darrell,M,8
USA,1940,Robertha,F,8
TX,2006,Jose,M,2657
MN,1983,Kelli,F,60
USA,1979,Cristel,F,11
MO,2014,Kashton,M,5
USA,1989,Yale,M,17
OK,1951,Earnestine,F,5
LA,1914,Oliver,M,27
CA,2006,Nitya,F,13
FL,2002,Shariah,F,5
USA,1958,Daun,F,22
IN,1913,Loraine,F,5
ME,1977,Bruce,M,20
USA,1963,Donna,M,68
MD,1993,Clinton,M,8
MS,1957,Gayla,F,5
MO,1987,Beau,M,17
WA,2010,Kenley,F,11
TX,1959,Frank,M,605
NE,1916,Corinne,F,6
FL,1971,Rebecca,F,323
USA,2007,Kallie,F,419
FL,2005,Kyler,M,55
USA,2004,Alvyn,M,5
AK,1961,Joseph,M,44
NM,1933,Amos,M,7
NE,1949,Sally,F,58
MO,1931,Gracie,F,8
MS,1925,Lee,M,124
IL,1957,Grover,M,7
NE,2010,Kimberly,F,23
OR,1995,Billy,M,10
AL,2002,Tina,F,6
TX,1996,Rainey,F,6
USA,2007,Akua,F,10
MO,1995,Montana,M,9
KY,1998,Christy,F,10
USA,1995,Onisha,F,13
KY,1967,Rhonda,F,293
USA,1934,Romilda,F,10
CA,1996,Jefferson,M,35
WV,1957,Byron,M,12
AZ,1980,Nathaniel,M,53
USA,1939,Epimenio,M,5
USA,1918,Lottye,F,5
UT,2013,Caitlyn,F,6
USA,1972,Nechama,F,22
OK,1941,Clifton,M,15
USA,1977,Granville,M,17
NC,1924,Hurley,M,6
TX,1989,Montana,M,6
IN,1989,Jane,F,11
USA,1993,Kamilah,F,59
LA,2010,Terence,M,6
IL,2006,Suzanne,F,15
IL,1983,Emma,F,28
GA,2000,Debra,F,5
USA,2008,Corrin,M,7
